UnitID,University,City,State,Denomination,Market_Saturation_Percentile,Academic_Efficiency_Percentile,aCFI_Percentile,Survivability,Quantile_Group,Rank,Endowment,Instructional_Costs,lat,lon
162928,Johns Hopkins University,Baltimore,MD,Not applicable,0.9910436180318937,0.59840821902855,0.4979045466768091,0.7152015454148204,8,36,15731249065.999,2907068262.75,39.33020225,-76.62185357858337
167358,Northeastern University,Boston,MA,Not applicable,0.9972219572830536,0.6443204970820904,0.4673891083041328,0.714637849227517,8,37,2526420354.964,634719111.409,42.33510525,-71.08925787470238
195809,St. John's University-New York,Queens,NY,Roman Catholic               ,0.9815979860314136,0.6647659604486552,0.4690898843463882,0.713157521823073,8,38,972760736.921,144474526.165,40.7255421,-73.7919066
129941,University of New Haven,West Haven,CT,Not applicable,0.9294530431678455,0.8053987670393306,0.4442691769441067,0.7104840101070151,8,39,108510528.886,92733833.066,41.29091365,-72.96263883692575
174914,University of St Thomas,Saint Paul,MN,Roman Catholic               ,0.9722907675553493,0.61517401613953,0.490800780699907,0.708210836207779,8,40,823063088.907,129407895.771,44.94210585,-93.1894521972007
198516,Elon University,Elon,NC,Not applicable,0.9918734096828838,0.5898832995758756,0.4820211521779896,0.7074727132190342,8,41,388516877.838,110205798.306,36.1063398,-79.50273682932499
141060,Spelman College,Atlanta,GA,Not applicable,0.8973745987559348,0.560642100934297,0.5856734199876515,0.7053189606983225,8,42,603817315.816,40335576.123,33.74508885,-84.41138326759426
212054,Drexel University,Philadelphia,PA,Not applicable,0.9826178108408482,0.6533173336123526,0.4488702843538266,0.7031848853427658,8,43,1069472319.374,378037596.956,39.9569305,-75.18992654517834
191241,Fordham University,Bronx,NY,Roman Catholic               ,0.9893809922439329,0.6126016493638113,0.4620946058564467,0.7030427897699245,8,44,1119385853.526,405053673.572,40.86173435000001,-73.88603169298054
168148,Tufts University,Medford,MA,Not applicable,0.9422675696043428,0.6483977728629441,0.491225966436215,0.7030161476478524,8,45,3201484980.039,397927229.477,42.40649125,-71.11800725402092
111948,Chapman University,Orange,CA,Protestant,0.9859740274831936,0.6041651856649992,0.4679662097174997,0.7023437113339057,8,46,852307981.373,238197917.523,33.79338165,-117.851695945987
130226,Quinnipiac University,Hamden,CT,Not applicable,0.9493688362103003,0.6078694594337428,0.498558944696913,0.7006889922090088,8,47,919249210.086,127185667.236,41.41819485000001,-72.8931049147314
163046,Loyola University Maryland,Baltimore,MD,Roman Catholic               ,0.9750622654813886,0.5935127373224933,0.4718267819561507,0.6973956742956251,8,48,364000678.801,56864681.021,39.34835375,-76.61593184876489
139144,Berry College,Mount Berry,GA,Interdenominational,0.8052138525770922,0.5237775681885899,0.6681925677888934,0.6941188211555934,8,49,402275173.523,49838581.319,34.293036,-85.19174086702785
102377,Tuskegee University,Tuskegee,AL,Not applicable,0.9625496726464947,0.5663321063454178,0.4890948653197239,0.6938691672507358,8,50,171767411.222,106665117.861,32.4301095,-85.70673351537872
140447,Mercer University,Macon,GA,Baptist,0.9492543015809671,0.6232881825655052,0.4725371982842206,0.6933114896504183,8,51,596820645.75,142309049.557,32.8289341,-83.65067020582131
219709,Belmont University,Nashville,TN,Interdenominational,0.971659860422345,0.5176164633319925,0.5021700684523276,0.6930067705975826,8,52,497223117.777,109563994.571,36.13278325,-86.79265777214094
224226,Dallas Baptist University,Dallas,TX,Baptist,0.8261009007041786,0.857745883887851,0.4753731209769926,0.6920654753957749,8,53,82425316.968,25408635.915,32.7108312,-96.946767972549
236595,Seattle University,Seattle,WA,Roman Catholic               ,0.8797577198865177,0.5228424250502639,0.5888578744901369,0.6919922343211189,8,54,359465085.961,121257770.378,47.60950425,-122.3187982970228
235316,Gonzaga University,Spokane,WA,Roman Catholic               ,0.9493522899107403,0.618033054895834,0.4694019138993981,0.6910454343515214,8,55,483910083.525,112198912.301,47.66710255,-117.4030545594068
179867,Washington University in St Louis,Saint Louis,MO,Not applicable,0.935389146794809,0.5647343400115368,0.5044653119093708,0.6888395321976805,8,56,14013231693.517,3207263784.615,38.64724015,-90.3084017158684
186867,Stevens Institute of Technology,Hoboken,NJ,Not applicable,0.8423764248916773,0.8275267087801763,0.4632766202808694,0.6876922248357429,8,57,408436918.291,142604454.915,40.7448096,-74.0252392276461
211440,Carnegie Mellon University,Pittsburgh,PA,Not applicable,0.896315818263923,0.627174219819014,0.5064428985787968,0.6864872702767981,8,58,3599248323.453,543703169.553,40.4441897,-79.94271918393466
199847,Wake Forest University,Winston-Salem,NC,Protestant,0.968581232675241,0.4950600538492897,0.4980892656852262,0.6856334638385294,8,59,1328272564.692,421771899.604,36.13389295,-80.27555779127688
127060,University of Denver,Denver,CO,Methodist,0.9585206730531557,0.5495454935881973,0.4805909280710182,0.685499050736259,8,60,1330532838.483,253301531.875,39.6783106,-104.9624727630881
227863,University of St Thomas,Houston,TX,Roman Catholic               ,0.9395883107484005,0.6275545068880162,0.4550107082812603,0.6832847968493602,8,61,173653696.596,64119007.116,29.7368408,-95.39417194809748
166683,Massachusetts Institute of Technology,Cambridge,MA,Not applicable,0.7516811839004682,0.5681360922508432,0.6722204674888784,0.6831903413717899,8,62,32355542457.569,1039191981.961,42.3582529,-71.0966272383055
186584,Seton Hall University,South Orange,NJ,Roman Catholic               ,0.9608916856563097,0.5757031246187809,0.4527750378612367,0.6805442098573194,8,63,383270423.496,124306577.529,40.75201795,-74.23952913701487
102049,Samford University,Birmingham,AL,Baptist,0.9191025703090075,0.6016125806960717,0.4756167718043312,0.6781533048238102,8,64,490041746.4,95539663.257,33.553754,-86.751096
150163,Butler University,Indianapolis,IN,Not applicable,0.9275685843833082,0.5855007225106157,0.4729993966093055,0.6772706298478011,8,65,310796684.426,80213634.875,39.8407191,-86.17374943464814
194310,Pace University,New York,NY,Not applicable,0.9369252922341846,0.5974869966732659,0.4467245123691669,0.6728932248495769,8,66,289332378.422,137599072.876,40.7111164,-74.00480443918846
216597,Villanova University,Villanova,PA,Roman Catholic               ,0.8686742397249158,0.5980686920684012,0.5144577665395464,0.6728227581795936,8,67,1518575983.857,182962387.04,40.03575,-75.3401787
144050,University of Chicago,Chicago,IL,Interdenominational,0.9259762033704309,0.551886735574338,0.4750372390747563,0.6707299452468629,8,68,10776747231.612,1421906696.081,41.79139685,-87.60084387193544
229267,Trinity University,San Antonio,TX,Presbyterian,0.7978631630892121,0.4989024900728102,0.6210059170291329,0.6673226546799896,8,69,1530069004.612,56870221.068,29.4616913,-98.48350834832186
202480,University of Dayton,Dayton,OH,Roman Catholic               ,0.8800257821858618,0.626059716998503,0.4749024480690859,0.6671276074413751,8,70,1005326808.243,164837334.222,39.73845985,-84.17919478013708
225627,University of the Incarnate Word,San Antonio,TX,Roman Catholic               ,0.9673836113619129,0.471128349506034,0.4640267372990202,0.666738763516953,8,71,208463940.625,77263218.287,29.4688466,-98.46910390973764
194824,Rensselaer Polytechnic Institute,Troy,NY,Not applicable,0.8660373674612483,0.6550693975989373,0.4730368080215428,0.6665860463980021,8,72,1069422942.619,131666811.989,42.7298969,-73.67966781998861
201645,Case Western Reserve University,Cleveland,OH,Not applicable,0.8967746793418907,0.5558148737545079,0.4902984740054658,0.6659450368293356,8,73,2328022340.607,394768452.862,41.50138695,-81.60070216600491
160755,Tulane University of Louisiana,New Orleans,LA,Not applicable,0.9254703683325878,0.5331151617422156,0.4718998485678444,0.6655196405253221,8,74,2472102985.898,575212314.215,29.95794375,-90.07785846248962
164748,Berklee College of Music,Boston,MA,Not applicable,0.9224169575553592,0.5780483625861106,0.45170122601428,0.6651972396582665,8,75,430083153.558,168155966.491,42.3483475,-71.08487040303883
133881,Florida Institute of Technology,Melbourne,FL,Not applicable,0.8212397468060497,0.7056447187543711,0.4767352383896736,0.6602615964302854,8,76,113778143.62,80557440.947,28.064271,-80.6230040282868
150534,University of Evansville,Evansville,IN,Methodist,0.7147841520055426,0.4439569886140419,0.71051110824958,0.6589357299324454,8,77,173163950.365,21174388.38,37.9735131,-87.53229765717168
190150,Columbia University in the City of New York,New York,NY,Not applicable,0.8463117714639232,0.5856359766255075,0.5076704934566703,0.6586784406172213,8,78,16951370243.68,3776662320.631,40.80775585,-73.96161411567529
222178,Abilene Christian University,Abilene,TX,Churches of Christ,0.8966148250055407,0.4481860826266741,0.5178785108692616,0.6554036464866664,8,79,966154256.423,58106130.208,32.4699728,-99.70735954838815
191649,Hofstra University,Hempstead,NY,Not applicable,0.8823899692351168,0.5601117417293251,0.4753133861391115,0.6550545030016878,8,80,1052604456.551,168650641.021,40.71690825,-73.60002245039347
225399,Houston Christian University,Houston,TX,Baptist,0.8704053162713552,0.594343823232395,0.470176327931983,0.6550489826794503,8,81,144351765.743,18405851.845,32.646035,-96.805742
164173,Stevenson University,Owings Mills,MD,Not applicable,0.8688734168593666,0.6041765343929836,0.4659212126098614,0.6546990379136846,8,82,141828815.066,17638104.152,39.4272656,-76.77650761968783
168421,Worcester Polytechnic Institute,Worcester,MA,Not applicable,0.8581856717651324,0.635546440294541,0.4608801958674865,0.6546784379399233,8,83,661633876.064,165027100.233,42.274315,-71.80845674552586
233374,University of Richmond,University of Richmond,VA,Not applicable,0.7486377661995923,0.5184118834027074,0.6203105735673097,0.6512590697370555,8,84,3493398999.977,104740416.541,37.577415,-77.539478
132657,Lynn University,Boca Raton,FL,Interdenominational,0.8037087721534675,0.749928778787489,0.449134696469695,0.6510576063909626,8,85,41181258.704,2843579.425,26.3837711,-80.12540276819502
137032,Saint Leo University,Saint Leo,FL,Roman Catholic               ,0.7981321848227626,0.7528281018160139,0.4502539324045016,0.6498550220119255,8,86,93128067.766,43970036.87,28.3385394,-82.25807054363955
144281,Columbia College Chicago,Chicago,IL,Not applicable,0.9525653731261542,0.448265327066693,0.4332406849320477,0.6439220537035865,8,87,188906272.005,47704226.231,41.8742404,-87.6247913
129525,University of Hartford,West Hartford,CT,Interdenominational,0.9420661607864839,0.4443677627158408,0.4448795333186692,0.6436021626995428,8,88,213098795.409,87392813.142,41.8002648,-72.71412054842195
217402,Providence College,Providence,RI,Roman Catholic               ,0.8319080588255268,0.6015795693853241,0.4755854979088595,0.6432651049075799,8,89,403791679.631,76334755.839,41.8442938,-71.43548862523096
110361,California Baptist University,Riverside,CA,Baptist,0.8250477591320591,0.6545031781140583,0.4447058529938329,0.6387430665500426,8,90,200790654.859,144609517.498,33.9283239,-117.4259206205848
170301,Hope College,Holland,MI,Protestant,0.7939962138409742,0.5675779020054954,0.5153332737076928,0.6372142846637228,8,91,361717192.752,34555660.233,42.78672450000001,-86.09964267156195
130697,Wesleyan University,Middletown,CT,Not applicable,0.7645749219944786,0.541424125018962,0.5504694654479976,0.6342820739691711,8,92,2067888723.01,113008893.527,41.5559033,-72.65598837890627
164739,Bentley University,Waltham,MA,Not applicable,0.7784395349547663,0.637877777066586,0.4835527020202068,0.6323275290125083,8,93,404462823.158,76801805.262,42.3834189,-71.2225864285891
179159,Saint Louis University,Saint Louis,MO,Roman Catholic               ,0.9299895726994187,0.305544549113163,0.4949182742200497,0.6310474788330828,8,94,1940293988.733,237066344.449,38.635359,-90.23184326838911
226471,University of Mary Hardin-Baylor,Belton,TX,Baptist,0.8834372431720775,0.4556629097534898,0.4654811482333926,0.6306591247272402,8,95,144510282.54,39062435.557,31.06868225,-97.46482937242428
174844,St Olaf College,Northfield,MN,Lutheran,0.7685658184989544,0.5749880373840647,0.5162305452452626,0.6288850436979605,8,96,886344578.208,52269363.427,44.4640025,-93.18717908824593
231651,Regent University,Virginia Beach,VA,Interdenominational,0.6418317105858005,0.9145234238889965,0.4683588929789606,0.626918962468852,8,97,52200584.009,27379954.397,36.79932065,-76.19440046772189
195030,University of Rochester,Rochester,NY,Not applicable,0.8629057922601768,0.5040632410860454,0.4500097001957871,0.6259321502362991,8,98,3421576727.583,388455930.835,43.129864,-77.62878399245412
192819,Marist College,Poughkeepsie,NY,Roman Catholic,0.7587999969384177,0.6499263399421107,0.4799054855119388,0.6254225694319792,8,99,551067513.227,73883808.515,41.722007,-73.93438356318902
198385,Davidson College,Davidson,NC,Presbyterian,0.6027696427001028,0.5708304815423484,0.6638559786441172,0.6208317560294622,8,100,1756852179.593,48959609.705,35.5032193,-80.83393027613258
232609,University of Lynchburg,Lynchburg,VA,Protestant,0.5002011785571039,0.4610621083007662,0.8180874377832243,0.6195953593551554,8,101,163091063.495,34608965.47,37.39874285,-79.18404787841646
181002,Creighton University,Omaha,NE,Roman Catholic               ,0.779928272201601,0.5218314997334523,0.5079560818548592,0.619491456808452,8,102,894600886.318,164909733.349,41.26585655,-95.94505553516464
229160,Texas Wesleyan University,Fort Worth,TX,Methodist,0.7694706349276214,0.4152310580555723,0.5703350893840734,0.6189640981843708,8,103,69181216.393,10752639.433,32.73306755,-97.28013399216506
166850,Merrimack College,North Andover,MA,Roman Catholic               ,0.7648026156422487,0.6669995976308619,0.4449040041297032,0.6172283680144518,8,104,87664960.928,61873383.628,42.66688065,-71.12292177692487
168342,Williams College,Williamstown,MA,Not applicable,0.4926867215386633,0.5434339409062179,0.7584386651145425,0.6091850185093043,8,105,4486955830.355,125310564.266,42.7130236,-73.2030082
165662,Emerson College,Boston,MA,Interdenominational,0.728241254252252,0.6079868515270488,0.4749349777514622,0.6028292272918677,8,106,279832730.644,65456757.754,42.3521996,-71.0656808
136330,Palm Beach Atlantic University,West Palm Beach,FL,Interdenominational,0.7528807678920277,0.518364570273932,0.4885556996620178,0.6002180876825204,7,107,118945105.491,29555399.966,26.7048899,-80.05085158341606
137564,Southeastern University,Lakeland,FL,Pentecostal,0.7110772912058301,0.7007770803360255,0.4369076253747945,0.5992955787873757,7,108,8537421.01,25353189.224,28.03048365,-81.91800905687728
168005,Suffolk University,Boston,MA,Not applicable,0.7549434482969565,0.5987941801038542,0.4439654700163637,0.5992758226772621,7,109,263605075.129,61196700.48,42.3567011,-71.06105776439689
201654,Cedarville University,Cedarville,OH,Baptist,0.7141225340887216,0.6082437679986923,0.47795220518217,0.5984420031189228,7,110,56920085.868,62250420.707,39.7540491,-83.81705182918216
134945,Jacksonville University,Jacksonville,FL,Interdenominational,0.7902609092116094,0.5298820902925003,0.4402973477521221,0.5981557660135927,7,111,73907909.018,32177749.135,30.3537227,-81.60730605405212
217165,Bryant University,Smithfield,RI,Not applicable,0.6730290224137303,0.682694890276002,0.4786433147593099,0.5971680691960993,7,112,253643851.285,27709516.364,41.92209145,-71.53715173504338
193654,The New School,New York,NY,Not applicable,0.7852659539679562,0.514025933675945,0.447352425396313,0.5958120797772115,7,113,515441814.265,155813592.613,40.73547915,-73.9970708835668
211291,Bucknell University,Lewisburg,PA,Anabaptist,0.6707193819866618,0.5560184058400081,0.5400556896381644,0.5954990471770771,7,114,1328672194.564,87280050.992,40.9588852,-76.88191282447514
204486,University of Northwestern Ohio,Lima,OH,Not applicable,0.5653351144754213,0.8252319760765651,0.5091387382508148,0.5947987073444024,7,115,0.0,8369544.56,40.7617103,-84.16055032215593
151786,Marian University,Indianapolis,IN,Roman Catholic               ,0.7576924198482047,0.5392286539412966,0.4579184980316008,0.5940519895324088,7,116,146419154.807,76400098.773,39.8118912,-86.20426576405468
136950,Rollins College,Winter Park,FL,Not applicable,0.7065645346097326,0.5586343128947822,0.4937889812062457,0.5918405068168385,7,117,533397975.916,37207936.714,28.5925001,-81.3489577
166124,College of the Holy Cross,Worcester,MA,Roman Catholic               ,0.6293976244142498,0.5685337050751399,0.5639204473795614,0.5910269606890795,7,118,1134139704.641,77665514.43,42.23668645,-71.80702483708313
155511,McPherson College,McPherson,KS,Anabaptist,0.3342950597387148,0.5275616327499755,0.8782094231218549,0.5906035759095984,7,119,2330285173.661,7433928.587,38.37222595,-97.64194995634703
239318,Milwaukee School of Engineering,Milwaukee,WI,Not applicable,0.7402009018718395,0.5091547475351745,0.4785166141858102,0.5892887236879912,7,120,94516722.212,46987374.54,43.04576595,-87.9079361465609
153384,Grinnell College,Grinnell,IA,Not applicable,0.4244727341570452,0.5094440828795384,0.7927488159825624,0.5888425947132435,7,121,3224894489.096,55425809.542,41.75111985,-92.71984863278584
156541,University of the Cumberlands,Williamsburg,KY,Baptist,0.5738457254796911,0.819703364340095,0.4832828015718752,0.5867493853399779,7,122,502981178.591,59608928.876,36.73674315,-84.16286166961402
185572,Monmouth University,West Long Branch,NJ,Not applicable,0.7409122688677716,0.4868120431715507,0.4805949355614667,0.5859386369619138,7,123,190129023.154,75196244.269,40.27941055,-74.00680219986127
204501,Oberlin College,Oberlin,OH,Protestant,0.5856634016652459,0.5267345333868683,0.6155747813540701,0.5858540550478656,7,124,1543578050.983,69282315.752,41.29571765,-82.22156959263393
140553,Morehouse College,Atlanta,GA,Baptist,0.8404072040414788,0.4556391306924663,0.3962208228687285,0.5857286764336765,7,125,292320362.64,34229851.889,33.74737405,-84.41609506200462
165015,Brandeis University,Waltham,MA,Not applicable,0.6786885382172227,0.5729263306332069,0.4970653160540932,0.5848610594114935,7,126,1436986849.546,131807869.847,42.36650945,-71.2580196483813
193016,Mercy University,Dobbs Ferry,NY,Roman Catholic,0.7219093077992248,0.4927462124688169,0.4889880068391151,0.5828845003984403,7,127,394310983.225,65753788.98,41.02156265,-73.87446425294797
134079,Florida Southern College,Lakeland,FL,Methodist,0.7071633237889409,0.5542914947628701,0.4690056880727445,0.5812935593530075,7,128,117004041.609,35698635.305,28.0304561,-81.94554251154706
137476,St. Thomas University,Miami Gardens,FL,Roman Catholic               ,0.6952374178832803,0.5737356636222632,0.4708473387221573,0.5811483075262216,7,129,47132083.104,26747056.389,25.92128605,-80.2564809131741
128902,Connecticut College,New London,CT,Not applicable,0.6851937721503417,0.531457433047891,0.5003379848077695,0.5804825918692643,7,130,508706675.169,25067369.754,41.37913335,-72.10653061495535
173258,Carleton College,Northfield,MN,Not applicable,0.5836759770572685,0.5285430842736349,0.6032041370315903,0.5804700814115437,7,131,1435626560.522,76650705.648,44.4612233,-93.1557163
188429,Adelphi University,Garden City,NY,Not applicable,0.7731729354124044,0.4516853375374322,0.4516324789010252,0.5802270739013434,7,132,264599037.715,108676556.796,40.7197638,-73.65197185396391
207582,Oral Roberts University,Tulsa,OK,Protestant,0.6038584819832874,0.6963930699039798,0.4983806473787592,0.5801439166999016,7,133,54085352.459,26266248.313,36.0508252,-95.95213552843208
168218,Wellesley College,Wellesley,MA,Not applicable,0.4832565023215427,0.5334556615475421,0.6939365964687896,0.5776054879285482,7,134,3868170467.338,85181746.33,42.29177605,-71.3032751636105
184603,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,Not applicable,0.6073894412287976,0.8040230054700951,0.433900158566953,0.5772660797993627,7,135,116018989.104,55650358.603,40.89807275,-74.0307211402726
148496,Dominican University,River Forest,IL,Roman Catholic               ,0.7639250876413655,0.437147378044822,0.4592702255092844,0.5766793476677575,7,136,61693176.368,37490830.706,41.90289665,-87.82262656814642
164465,Amherst College,Amherst,MA,Interdenominational,0.4526730895011841,0.5196671963430033,0.7274062222836477,0.5760134111984057,7,137,4254154753.154,81962020.911,42.3703768,-72.5160691823344
130989,Goldey-Beacom College,Wilmington,DE,Not applicable,0.2975237982520486,0.646974198377168,0.8146087156985937,0.5743163171991672,7,138,188527989.804,5374512.121,39.754933,-75.658317
165699,Endicott College,Beverly,MA,Not applicable,0.6844700596365817,0.5333930164118663,0.4836518658417981,0.5739023175392888,7,139,168494830.395,55469083.346,42.55406905,-70.8441366229226
234207,Washington and Lee University,Lexington,VA,Not applicable,0.5412419915106932,0.5622385094958575,0.6073476135129576,0.5718946653812338,7,140,1687001824.392,81089573.093,37.7869705,-79.4413852
217518,Roger Williams University,Bristol,RI,Not applicable,0.7079657871192703,0.5492776636367209,0.4462007694830251,0.5714856711770834,7,141,79243240.161,48154504.639,41.65046814999999,-71.26023298522472
190099,Colgate University,Hamilton,NY,Not applicable,0.5851589611831283,0.5682043588165842,0.5556510621019748,0.5699606749577785,7,142,1458814265.897,84945269.635,42.8154037,-75.53958155911818
156295,Berea College,Berea,KY,Interdenominational,0.3885866759958582,0.4073664814948512,0.8297978913077106,0.5689134874829103,7,143,1620002877.407,36100891.664,37.57153635,-84.28979604472684
121150,Pepperdine University,Malibu,CA,Churches of Christ,0.6188491611153428,0.6224203659770747,0.4917009174988278,0.5686783178718737,7,144,1352840941.697,195366347.898,34.04301030000001,-118.7093458932893
143118,Aurora University,Aurora,IL,Interdenominational,0.6287290010478059,0.6744965324813305,0.4557846440118708,0.5686655988955862,7,145,57093254.696,34024895.001,41.754829,-88.34950358637296
202523,Denison University,Granville,OH,Not applicable,0.5103657892731792,0.6076242591574771,0.6073747539898351,0.568630745082656,7,146,1358437901.167,42962592.978,40.07300505,-82.52248588003852
133711,Flagler College,Saint Augustine,FL,Not applicable,0.7113562707427064,0.4850877974482884,0.4669151797137996,0.5682998783013837,7,147,29884691.996,21924689.696,29.89194365,-81.32156855386452
218070,Furman University,Greenville,SC,Interdenominational,0.6077004668202797,0.4865094086588443,0.567932139681655,0.5675590897729311,7,148,930653722.2,61134465.223,34.92577435,-82.4385258125221
